institution,ukprn,region,uoa_id,uoa_name,case_id,case_title,panel,gpa_score,binary_impact_label,region_code,Flesch Reading Ease,Dale-Chall Readability Score,SMOG Index,Automated Readability Index,Sentiment (mean),Sentiment (10th),Sentiment (50th),Sentiment (75th),Sentiment (90th),Number of organizations mentioned,Number of named individuals,Number of countries or regions mentioned,Any monetary values mentioned (list them with currency),Total monetary value,Word count,Paragraph count
Queen's University Belfast,10005343,Northern Ireland,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",38446,"
    Commercialisation of a platform technology for production of diagnostic
      and therapeutic reagents 
    ",A,3.5,High,11.0,19.880590277777827,13.469283950617283,18.10804710084791,18.68380555555556,0.3212,0.0,0.36,0.5711,0.8042,12,3,16,"['300,000']",£0.3 million,405,2
Queen's University Belfast,10005343,Northern Ireland,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",38446,"
    Commercialisation of a platform technology for production of diagnostic
      and therapeutic reagents 
    ",A,3.0,High,11.0,19.880590277777827,13.469283950617283,18.10804710084791,18.68380555555556,0.3212,0.0,0.36,0.5711,0.8042,12,3,16,"['300,000']",£0.3 million,405,2
Queen's University Belfast,10005343,Northern Ireland,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",38447,"
    Protecting Women from HIV AIDS: Dapivirine Vaginal Ring HIV Microbicide
    ",A,3.5,High,11.0,25.520541073384464,13.231775305898921,17.222011196768392,18.364627634660422,0.112,-0.4665,0.0,0.4215,0.6733,14,3,3,"['multi-million dollar', 'millions']",,915,5
Queen's University Belfast,10005343,Northern Ireland,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",38447,"
    Protecting Women from HIV AIDS: Dapivirine Vaginal Ring HIV Microbicide
    ",A,3.0,High,11.0,25.520541073384464,13.231775305898921,17.222011196768392,18.364627634660422,0.112,-0.4665,0.0,0.4215,0.6733,14,3,3,"['multi-million dollar', 'millions']",,915,5
Queen's University Belfast,10005343,Northern Ireland,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",38448,"
    Reduced prescribing of inappropriate medication in nursing home residents
      through a pharmacy intervention
    ",A,3.5,High,11.0,25.027681415929237,12.470805132743363,17.261653781960284,17.4130796460177,0.1597,-0.1531,0.0,0.3785,0.7955,12,0,5,"['42,896', '190,000']",£0.23 million,565,2
Queen's University Belfast,10005343,Northern Ireland,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",38448,"
    Reduced prescribing of inappropriate medication in nursing home residents
      through a pharmacy intervention
    ",A,3.0,High,11.0,25.027681415929237,12.470805132743363,17.261653781960284,17.4130796460177,0.1597,-0.1531,0.0,0.3785,0.7955,12,0,5,"['42,896', '190,000']",£0.23 million,565,2
University of Northampton,10007138,East Midlands,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",38627,"
    Improvements in services enabling people of working age to reintegrate
        into the community after a stroke
    ",A,1.6,Low,5.0,28.893398926654754,12.446182230172928,16.728156217252725,17.347845707051903,0.3068,0.0,0.3182,0.6124,0.7845,14,3,5,"['£7 billion', 'about £77']",£7000.0 million,1033,2
University of Northampton,10007138,East Midlands,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",38630,"
    Research leads to genetic test that can help athletes and others avoid
        common sports injuries
    ",A,1.6,Low,5.0,27.49764479189608,12.366413168905527,17.122413403193683,17.29043272406959,-0.0624,-0.5994,0.0,0.1779,0.4939,13,7,6,"['6,101', '6,260', 'approximately £500', '1,000', '140']",£0.01 million,956,2
University of Birmingham,10006840,West Midlands,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",38800,"
    Development of periodontal disease predictive technologies and their
      commercialisation by two SME's and three multi-nationals
    ",A,3.6,High,4.0,19.21108653603568,13.584205996131528,17.800678908201203,18.950222833747233,0.2462,-0.1891,0.2497,0.5925,0.7568,25,3,7,['10'],£0.0 million,1268,2
University of Birmingham,10006840,West Midlands,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",38801,"
    Improving oral and dental health in the UK charted by the Adult and
        Child Dental Health Surveys
    ",A,3.6,High,4.0,27.080148319050778,12.597594821650919,17.292035516305383,19.99604582961438,0.2249,-0.2263,0.125,0.5472,0.7122,24,3,7,[],,1339,2
University of Birmingham,10006840,West Midlands,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",38802,"
    Commercial products for improved oral health based upon novel antioxidant
      micronutrient approaches delivered via toothpastes and food capsules
    ",A,3.6,High,4.0,10.715924447174473,13.328190745290746,18.750377469295756,20.54748776508972,0.2835,0.0,0.296,0.5267,0.7589,15,3,12,"['£2.78-billion', '£1.5-million', 'US$350-million', '100k']",£0.0 million,1226,2
Manchester Metropolitan University,10004180,North West,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39333,"
    MMU Research Impact On Combating Musculo-skeletal Disuse In Older
        People.
    ",A,3.457,High,6.0,12.533735050714057,13.127544315486704,19.233947210830983,20.342251545769862,0.1392,0.0,0.0,0.3392,0.6038,24,4,7,[],,1047,2
Manchester Metropolitan University,10004180,North West,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39335,"
    Musculoskeletal Responses To Spaceflight: Exercise Countermeasures
        Developed From MMU Research
    ",A,3.457,High,6.0,26.48610489967905,12.276748735149607,17.28156262087606,17.301528472285362,0.1393,-0.0052,0.0,0.4019,0.657,44,6,6,['12.4'],£0.0 million,1294,2
Manchester Metropolitan University,10004180,North West,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39336,"
    Research-informed development of appropriate services for people with
        disabilities in Majority world countries (underserved countries)
    ",A,3.457,High,6.0,15.659309653114178,13.214158173100445,18.442228209335788,20.34719131746727,0.1861,0.0,0.0,0.34,0.6868,31,14,22,[],,1522,2
Manchester Metropolitan University,10004180,North West,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39337,"
    Pioneering Research at MMU which transformed microbial identification
        using MALDI-TOF-MS.
    ",A,3.457,High,6.0,14.562886304010306,12.421028414627619,17.985709188470544,19.606413572001067,0.2509,-0.2784,0.1779,0.5574,0.7964,17,10,2,['100k'],£0.0 million,985,2
Manchester Metropolitan University,10004180,North West,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39338,"
    Enhancing the lives of people with severe and complex disabilities
    ",A,3.457,High,6.0,21.046839482897923,12.840439227040129,17.343957203614426,19.481949797922447,0.1998,-0.3778,0.0,0.5957,0.7378,44,8,7,[],,1274,4
Manchester Metropolitan University,10004180,North West,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39339,"
    Interdisciplinary research that enabled EU food SMEs to Improve the
        hygienic status of food contact surfaces
    ",A,3.457,High,6.0,14.609603874260557,13.051956745157176,18.00834635733148,19.40442328838474,0.2276,0.0,0.1027,0.4111,0.6927,18,4,3,['14.3'],£0.0 million,934,2
University of Reading,10007802,South East,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39364,"
    Identifying strategies for reducing prescribing errors in general
        practice
    ",A,2.5,Low,2.0,27.581683360627665,12.243541794569067,17.45696215284638,17.849908976653843,0.2712,-0.34,0.126,0.7658,0.8136,24,5,1,[],,847,2
University of Brighton,10000886,South East,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39753,"
    Personalising asthma care for children
    ",A,3.8,High,2.0,24.69818841653094,12.261807236787966,18.39350554072211,20.718697904674194,0.2232,-0.3478,0.2716,0.5574,0.7231,22,6,15,[],,1414,4
University of Sussex,10007806,South East,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39753,"
    Personalising asthma care for children
    ",A,3.8,High,2.0,24.69818841653094,12.261807236787966,18.39350554072211,20.718697904674194,0.2232,-0.3478,0.2716,0.5574,0.7231,22,6,15,[],,1414,4
University of Brighton,10000886,South East,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39754,"
    Targeting treatment and improving lives in the diabetes community
    ",A,3.8,High,2.0,19.152248110831238,13.448438299148375,18.16629338839532,19.687569759122347,0.2727,-0.2904,0.2446,0.6479,0.7721,29,7,6,[],,1198,2
University of Sussex,10007806,South East,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39754,"
    Targeting treatment and improving lives in the diabetes community
    ",A,3.8,High,2.0,19.152248110831238,13.448438299148375,18.16629338839532,19.687569759122347,0.2727,-0.2904,0.2446,0.6479,0.7721,29,7,6,[],,1198,2
University of Brighton,10000886,South East,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39755,"
    Advancing policy and practice in the physiotherapy and osteopathy
        professions
    ",A,3.8,High,2.0,18.289716417910483,13.017894427860698,17.480618293662634,19.32002487562189,0.3324,0.0,0.0772,0.7184,0.8214,26,1,3,['350k'],£0.0 million,1206,2
University of Sussex,10007806,South East,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39755,"
    Advancing policy and practice in the physiotherapy and osteopathy
        professions
    ",A,3.8,High,2.0,18.289716417910483,13.017894427860698,17.480618293662634,19.32002487562189,0.3324,0.0,0.0772,0.7184,0.8214,26,1,3,['350k'],£0.0 million,1206,2
"University of the West of England, Bristol",10007164,South West,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39799,"
    Accelerating the development of new chemotherapy drugs using
      bioluminescent bacterial biosensors
    ",A,3.4659999999999997,High,1.0,21.02335165876778,12.662648461295419,17.37664797851195,18.20477917981073,0.2231,-0.296,0.2732,0.4462,0.802,14,3,7,[],,1268,9
"University of the West of England, Bristol",10007164,South West,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39810,"
    Development of healthcare products using biofilm model systems
    ",A,3.4659999999999997,High,1.0,26.86290153935525,12.648569629199342,16.908762484321528,19.39257431457431,0.3054,0.0,0.3182,0.5106,0.7161,17,5,5,"['100,000', '$10 million']",£10.1 million,945,2
"University of the West of England, Bristol",10007164,South West,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39811,"
    Influencing healthcare policy and practice in the field of cleft
      lip/palate
    ",A,3.4659999999999997,High,1.0,17.913346372688494,13.096671310455193,18.984109396811245,21.93822751439965,0.3709,0.0,0.4588,0.6588,0.826,30,3,8,[],,1220,4
"University of the West of England, Bristol",10007164,South West,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39813,"
    Improving services for children with speech, language and
        communication impairment
    ",A,3.4659999999999997,High,1.0,24.43386138613863,12.070015329463981,17.67447295784328,21.12349931941923,0.3225,0.0,0.2732,0.6952,0.8658,11,3,4,[],,912,2
"University of the West of England, Bristol",10007164,South West,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39815,"
    Improving pain and function in people with osteoarthritis using a new
      exercise and self-management intervention
    ",A,3.4659999999999997,High,1.0,23.57652138157897,12.773644736842106,17.62361062040385,18.819293224299066,0.3953,-0.2805,0.5473,0.7555,0.8184,15,7,4,"['£20 billion', 'approximately 1.75 million', '41,000']",£20001.79 million,856,2
"University of the West of England, Bristol",10007164,South West,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",39817,"
    Addressing a priority of people with rheumatoid arthritis: Managing
        fatigue
    ",A,3.4659999999999997,High,1.0,21.823348457350278,13.46892653760839,17.455995327908347,19.984859346642466,0.037,-0.4692,0.0,0.3071,0.4985,24,4,13,[],,1044,2
University of Bristol,10007786,South West,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",40173,"
    Improving care for children born with cleft lip and palate in the UK and
      beyond
    ",A,3.8,High,1.0,37.33559907834103,11.92543053909736,15.178769705016816,15.236582317797307,0.2864,0.0,0.2732,0.5106,0.773,15,4,7,[],,1117,2
University of Bristol,10007786,South West,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",40174,"
    Millions of people worldwide, and leading companies, benefit from novel
      approach to developing
      and evaluating products designed to protect against tooth-wear and dentine
      hypersensitivity.
    ",A,3.8,High,1.0,39.418846153846175,13.36226672771673,14.244340213328723,15.444806024646276,0.1977,-0.5106,0.2732,0.5719,0.7269,19,8,6,"['5bn', '1.7bn', '1bn', '15.7', 'first billion-dollar']",£0.0 million,939,2
University of Bristol,10007786,South West,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",40175,"
    Widespread change in practice from nil by mouth to feeding within 24
      hours after surgery aids recovery and reduces complications
    ",A,3.8,High,1.0,23.31987475280161,12.637308603725677,16.776846155389585,16.88221254355401,0.2736,0.0,0.3182,0.4939,0.6694,9,4,6,[],,1008,2
University of Bedfordshire,10007152,East,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",40354,"
    Improved Care and Support for Older People with Diabetes
    ",A,3.533,High,3.0,-7.898515624999959,15.49336796875,21.02422641405475,24.546812977099236,0.2616,0.0,0.0,0.6061,0.8731,29,1,3,[],,524,3
University of Bedfordshire,10007152,East,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",40356,"
    Inequalities in organ donation: challenges and opportunities
    ",A,3.533,High,3.0,23.65064391776133,12.432443219747446,17.987409321129135,18.757444240854234,0.4061,0.0,0.4215,0.6756,0.7931,30,3,5,[],,931,2
University of Bedfordshire,10007152,East,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",40358,"
    Improving employee well-being through diagnosis, intervention and
        evaluation of policy and practice
    ",A,3.533,High,3.0,27.18106083885388,12.406504022667411,16.854830134578368,17.715655502392345,0.26,0.0,0.1279,0.5344,0.777,22,3,6,[],,1140,2
University of Brighton,10000886,South East,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",40393,"
    Stimulating medical device innovation in a SME
    ",A,3.8,High,2.0,24.885991610738273,13.540831812080539,16.975882523387877,16.732879464285716,0.1764,-0.4658,0.0,0.5121,0.751,22,16,1,"['177', '650', '1.3bn', '300', '177']",£0.0 million,896,2
University of Sussex,10007806,South East,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",40393,"
    Stimulating medical device innovation in a SME
    ",A,3.8,High,2.0,24.885991610738273,13.540831812080539,16.975882523387877,16.732879464285716,0.1764,-0.4658,0.0,0.5121,0.751,22,16,1,"['177', '650', '1.3bn', '300', '177']",£0.0 million,896,2
University College London,10007784,London,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",40402,"
    Development of the New Medicines Service increases patient adherence to
      medicines and improves patient safety
    ",A,3.6,High,0.0,34.7880997351146,11.532486456293908,15.801939678868973,15.891332182916308,0.1762,-0.082,0.0,0.4446,0.6849,15,9,3,"['95.40', '1.5bn']",£0.0 million,915,2
University College London,10007784,London,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",40402,"
    Development of the New Medicines Service increases patient adherence to
      medicines and improves patient safety
    ",A,3.667,High,0.0,34.7880997351146,11.532486456293908,15.801939678868973,15.891332182916308,0.1762,-0.082,0.0,0.4446,0.6849,15,9,3,"['95.40', '1.5bn']",£0.0 million,915,2
University of Surrey,10007160,South East,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",40517,"
    A rapid blood-based diagnostic test for meningococcal disease adopted
        worldwide
    ",A,3.543,High,2.0,22.056196397941676,12.9677782161235,17.89609958753239,18.539571917808225,0.1889,0.0,0.0,0.3182,0.7775,10,1,3,[],,584,2
